,SMILES,LogS_water,LogS_ethanol,LogS_benzene,LogS_acetone
1462,c1cc2cc(cc(c2c(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-2.757471948,,
1463,c1ccc(cc1)P(=O)(c1ccccc1)O,,-0.817557062,,
1464,CCC(C)(CC)OC(=O)NC(=O)N,,-1.325291914,,
1465,CCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-3.14716535,,
1466,Cc1cc(C)c(c(C)c1)C(=O)C(C(c1ccccc1)c1ccccc1)Br,,-2.279553947,,
1467,C(C(=O)NCC(=O)O)NC(=O)N,,-2.940199207,,
1468,CO[C@@H]1[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O1)O)O)O,,-0.36417146,,
1469,CC(=Cc1ccco1)C=NNC(=O)N,,-2.071174513,,
1470,c1ccc(cc1)OC(=O)NC(=O)N,,-1.674740629,,
1471,Cc1ccc(cc1)OP(=O)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,,-0.715024726,,
1472,COc1ccc(cc1)c1cc(c2ccc(c(c2)OC)O)c(C#N)c(=O)[nH]1,,-1.927672678,,
1473,C(CCC(=O)O)CCNC(=O)N,,-2.121462376,,
1474,CC(C)COc1ccc(cc1C#N)c1nc(C)c(C(=O)O)s1,,-1.519664904,,
1475,c1ccc(cc1)COc1ccc(cc1)c1cc(COC(=O)N)on1,,-2.334903897,,
1476,Cc1ccc(cc1)OC(=O)NC(=O)N,,-1.84106883,,
1477,c1cc(ccc1C=O)[N+](=O)[O-],,-0.42481882,,
1479,CC(C)C1CCC(C)C(C1)OC(=O)NC(=O)N,,-2.026450829,,
1480,CCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,,-2.044075036,,
1481,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=NNC(=O)N)[C@@]4(C)CC[C@H]23)C1,,-2.287266367,,
1482,c1ccc(cc1)C(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1,,-2.500740305,,
1483,CCOC(=O)c1c(C)oc2cc3c(cc12)oc(C)c3C(=O)OCC,,-3.823909179,,
1484,COc1cc(ccc1O)c1cc(c2ccc(cc2)F)[nH]c(=O)c1C#N,,-1.884503851,,
1486,CCCCCCCC[C@H]([C@@H](CCCCCCCCCCCC(=O)O)[N+](=O)[O-])O,,-0.338961823,,
1487,CCCOC(=O)NC(=O)N,,-1.28972567,,
1488,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,,-3.627094614,,
1489,CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,,-2.057621417,,
1490,CCCCCCCCCCCCCCCC(=O)OCc1ccccc1,,-1.124014873,,
1491,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,,-0.270813985,,
1492,CCCCS(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,,-0.298151846,,
1493,c1ccc(cc1)CC(C(=O)O)N,,-2.579499754,,
1494,c1cc2c(cc1COC(=O)NC(=O)N)OCO2,,-2.557397822,,
1495,C(C1C(C2C(O1)OC(C(Cl)(Cl)Cl)O2)O)O,,-0.456474038,,
1496,Cc1c(c(C(=O)C)c2c(c1O)[C@@]1(C)C(=CC(=O)C(C(=O)C)C1=O)O2)O,,-3.042182953,,
1497,c1ccc2c(c1)C(=O)NS2(=O)=O,,-1.064624923,,
1498,CC1=C(CCC1(C)C)C(=O)O,,0.134109574,,
1499,c1cc2cccc3CCc(c1)c23,,-1.971432302,,
1500,C(CCCCC(=O)O)CCCC(=O)O,,-0.482479538,,
1501,C=C[C@@H]1[C@@H]2CCNC(=O)C2=CO[C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,,-1.403012021,,
1503,c1cc2c(c3CN[C@H]4c5cc6c(cc5C[C@H]([C@H]4c13)O)OCO6)OCO2,,-1.823075118,,
1504,c1ccc2c(c1)cccc2OP(=O)(Oc1cccc2ccccc12)Oc1cccc2ccccc12,,-2.678033738,,
1505,CCCCCCCCCCCCCCCC,,-0.123006146,,
1506,C(=C\c1ccco1)/C=N/NC(=O)N,,-1.483907359,,
1507,CCC(=O)NNC(=O)CC,,0.15053329,,
1508,c1ccc(cc1)c1cccc(c1)N=Cc1ccc(cc1)[N+](=O)[O-],,-1.917214297,,
1510,c1cc(ccc1Cl)OP(=O)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,,-1.854937284,,
1511,CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-],,-1.547635776,,
1512,C=CC(C)(C)c1c(C[C@H]2C(=O)N[C@@H](C)C(=O)N2)c2cc(CC=C(C)C)cc(CC=C(C)C)c2[nH]1,,-2.710068449,,
1513,CCOC(=O)C(C)SC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,,-1.756386539,,
1514,c1ccc(cc1)N(c1ccccc1)C(=O)N1CCCCC1,,-0.814263086,,
1515,CC(c1cccc(c1)C(=O)c1ccccc1)C(=O)O,,0.557583436,,
1516,c1(c(c(Cl)nc(c1Cl)Cl)Cl)Cl,,-1.857437968,,
1518,CC1CCC(CC1)C(C)(C)OC(=O)NC(=O)N,,-2.129113171,,
1519,C(#N)/C(=C(\C#N)/N)/N,,-0.477535246,,
1520,C(C1C(=O)NC(=O)N1)C(=O)O,,-1.850860257,,
1521,CCCCCCCCCCOC(=O)NC(=O)N,,-2.542885865,,
1522,c1ccc(cc1)c1cccc(c1[N+](=O)[O-])O,,-0.156767152,,
1523,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,,0.972403313,,
1524,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)/C=C\C(=O)O,,-3.31785744,,
1525,Cc1cc(C)c(c(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-1.301321832,,
1526,C=C(C)C1C/C(=N/Nc2ccccc2)/C(=C(C1)/N=N/c1ccccc1)C,,-1.510299339,,
1527,C([C@H]([C@H]([C@@H]([C@H](CS)O)O)O)O)O,,-1.066742368,,
1528,CCCCCCCCCCP(=O)(O)O,,-0.522888515,,
1529,c1c(c(Cl)nc(c1Cl)Cl)Cl,,-0.433878987,,
1530,c1ccc(cc1)/N=N/c1ccc(cc1)Oc1nc(Cl)nc(Cl)n1,,-2.31657923,,
1531,C=C1CCC[C@]2(C)C[C@]3(C(=C(C)C(=O)O3)C[C@@H]12)O,,-0.858778798,,
1532,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,,-2.886123037,,
1533,c1ccc(cc1)COC(=O)NCCCCCC(=O)NCCCCCC(=O)NCCCCCC(=O)O,,-1.753001822,,
1534,Cc1cc(ccc1OCC(=O)Nc1ccccc1)Cl,,-1.399099211,,
1535,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,0.161805214,,
1536,CN(C)CC(=O)O,,0.090993157,,
1538,C1=C(C(=O)C(=CC1=O)Br)Br,,-1.248609112,,
1539,c1ccc(cc1)c1c[nH]c(c2ccccc2)n1,,-0.241601153,,
1540,c1ccc(cc1)P(=O)(c1ccccc1)c1ccccc1,,0.265996328,,
1541,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-1.11385346,,
1542,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](C[C@]12C)O)C(=O)COC(=O)CC,,0.072203685,,
1543,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,,-2.208446731,,
1544,c1ccc(cc1)c1ccc(cc1)Cl,,-0.250254149,,
1545,C=C(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]12)CO,,-2.813182486,,
1546,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(ccc4[C@H]3CC[C@]12C)OC(=O)c1ccccc1,,-1.663336191,,
1547,C1CCC2C(C1)C1CC2NC2CCCC(NC3CC(C4CCCCC34)NC3CCCC(N1)N3)N2,,-2.505874587,,
1548,c1cc(cc(c1)N=NC(=O)N)C(=O)N,,-1.541361267,,
1549,C1CCC(C(C1)Cl)SC1CCCCC1Cl,,-0.730356187,,
1550,CC(=O)Nc1ccccc1,,0.225767129,-1.07109206,
1551,CC(C(C(=O)O)O)(C(=O)O)O,,-1.199537073,,
1553,Cc1c(cc(c(C)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-2.791240668,,
1554,CN1Cc2c(ccc3c2OCO3)[C@H]2[C@H](Cc3cc4c(cc3[C@@H]12)OCO4)O,,-2.196053303,,
1555,Cc1ccc2c(c1)nc(Nc1ccccc1)n2/C(=N\c1ccccc1)/Nc1ccccc1,,-2.76918539,,
1556,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1nc2ccc(cc2s1)N(=O)=O,,-3.698977699,,
1557,c1ccc(cc1)CCCOC(=O)NC(=O)N,,-2.150930393,,
1558,COc1ccccc1OCC(COC(=O)N)O,,-1.13076721,,
1559,COc1cc(ccc1O)c1cc(c2ccc(cc2)O)[nH]c(=O)c1C#N,,-1.894535791,,
1560,CCCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-3.214442783,,
1561,C(CCCCCCC(=O)O)CCCCCC1CCCC1,,-1.175426029,,
1563,COc1ccccc1NC(C(Cl)(Cl)Cl)Nc1ccccc1OC,,-1.176880379,,
1564,c1ccc2c(c1)c1cccc3cccc2c13,,-1.030859923,,
1565,c1ccc(cc1)CSSCc1ccccc1,,-1.487020034,,
1566,c1ccc(cc1)[C@@H]1OC[C@@H](CO1)OC(=O)c1ccc(cc1)Br,,-1.861185401,,
1567,CCCCCCCCCCCCCCC1CCC(=O)O1,,-1.500602863,,
1568,c1ccc(cc1)Nc1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(=O)=O,,-2.614399475,,
1569,CC(=O)Nc1ccc(cc1Cl)Cl,,-0.790293243,,
1570,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O)C(C)C,,-0.78418759,,
1571,c1ccc(cc1)P(=S)(NN)NN,,-1.630430753,,
1572,C([C@@H]([C@H]([C@@H](CO)O)O)O)O,,-1.382822954,,
1573,CC(C)Cc1ccc(cc1)C(C)C(=O)O,,0.408240294,,
1574,C=C(C)C1CCC(C)CC1OC(=O)NC(=O)N,,-1.960801637,,
1575,CCC(CC)(Cc1ccc(C)cc1)C(=O)NO,,7.38e-06,-1.522871363,
1576,c1ccc(cc1)C1SC(c2ccccc2)SC(c2ccccc2)S1,,-3.064857195,,
1577,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(cc2)O)ccc1O,,-0.876166503,,
1578,c1cc(ccc1c1coc2c(ccc(c2[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)O)c1=O)O,,-0.637898744,,
1579,C(c1c[nH]cn1)[C@@H](C(=O)O)N,,-3.186447201,,
1580,c1ccc2c(c1)c(c1cc(ccc1n2)F)N,,-0.782730544,,
1581,c1cc(cc(c1)[N+](=O)[O-])NC(=S)N,,-0.692884357,,
1582,CCC(C)(C)OC(=O)NC(=O)N,,-1.189895628,,
1583,CCN(CC)CCNC(=O)c1ccc(cc1)NC(=O)CCC(=O)O,,-2.037161485,,
1584,C=CCNC(=O)N(c1ccccc1)c1ccccc1,,-0.030876929,,
1585,CCCCCCCCCOC(=O)NC(=O)N,,-2.283125892,,
1586,CCCC(CCC)(c1ccccc1)C(=O)NO,,7.38e-06,-0.602048918,
1587,c1cc(cc(c1)S(=O)(=O)N)S(=O)(=O)N,,-1.29423285,,
1588,CC(C)CCCC(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O,,-1.242931359,,
1589,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CC(C)C,,-2.070758013,,
1590,CC(C)CC(C)(C)OC(=O)NC(=O)N,,-1.342109292,,
1591,CCCSc1ccc2c(c1)nc([nH]2)NC(=O)OC,,-2.879728133,,
1592,c1cc2c(ccc(c2nc1)C(=O)O)[N+](=O)[O-],,-2.356521808,,
1593,Cc1ccc(cc1)N/C(=N/c1ccc(C)cc1)/n1c2ccc(C)cc2nc1Nc1ccc(C)cc1,,-2.986980997,,
1594,c1ccc(cc1)c1ccc(c(c1)O)[N+](=O)[O-],,-1.218915059,,
1595,c1ccc(cc1)C(c1ccccc1)C(c1ccccc1)(c1ccccc1)O,,-2.891425943,,
1596,Cc1coc2c3ccc4c(CCCC4(C)C)c3C(=O)C(=O)c12,,-2.530177734,,
1597,CCCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.440378684,,
1598,C(CCCCCNCCCCN)CCCCC(=O)O,,-2.532166538,,
1599,c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],,-2.357119443,,
1600,COc1cc(ccc1O)c1cc(c2ccc(cc2)Cl)[nH]c(=O)c1C#N,,-1.903076474,,
1601,COC(=O)NC(=O)N,,-1.926092442,,
1602,CCOc1ccc(c(c1)n1nc2ccccc2n1)NC(=O)C,,-0.764203979,,
1603,CC(=C1CC(=O)C(C)C(=O)C1)C,,-0.402622421,,
1604,CCn1cc(c(=O)c2cc(c(nc12)N1CCNCC1)F)C(=O)O,,-2.833490265,,
1605,COc1cc(Cc2cnc(N)nc2N)cc(c1OC)OC,,-1.933439276,,
1606,C(CCCCCNCCCCCCCCN)CCCCC(=O)O,,-2.17416425,,
1607,c1ccc(c(c1)C(=O)O)Cl,,0.052120124,,
1608,c1ccc(cc1)c1cc(=O)c2c(cc(c(c2O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O2)O)O)O)o1,,-2.484920005,,
1609,C1CN2CCN1CC2,,-0.798443109,0.600178204,-0.041083069
1610,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,,-3.692187894,,
1611,CC(C)(C)c1ccc(cc1)C(=O)NN(C)C,,0.113018158,,
1612,c1ccc(cc1)/C=C(\c1ccccc1)/C(=O)c1ccccc1,,-1.374682678,,
1613,c1ccc(c(c1)Cl)OP(=O)(O)Oc1ccccc1Cl,,0.357035676,,
1614,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O)O)O,,-0.901912418,,
1615,c1cc(ccc1Cl)N1CC(=NC1=O)N1CCOCC1,,-2.512234384,,
1616,c1cc(ccc1C(=O)OCC(CO)O)Br,,-0.234013975,,
1618,CCOc1c2c(c(c(c1OCC)OCC)N)C(=O)OC2C1c2c(CCN1C)cc1c(c2OC)OCO1,,-2.301506589,,
1619,C/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.763698043,,
1620,CCOC(=O)CSC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,,-2.075890678,,
1621,c1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(c1ccccc1)c1ccccc1,,-2.331620312,,
1622,c1ccc2c(c1)C(=Nc1ccccc1[N+](=O)[O-])OC2=O,,-1.249528783,,
1623,c1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,-1.954676329,,
1624,CC(=O)CC(c1ccccc1)C(CC(=O)C)c1ccccc1,,-2.070987471,,
1625,CCCCCCCCCCCCCCCCCNC(=O)CCCCC(=O)O,,-2.30514198,,
1626,c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],,-2.74846971,,
1627,CCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.769884773,,
1628,CCOC1(C(c2ccccc2)Br)C(=O)N(C)C(=O)N1,,-1.708604119,,
1629,C#CCSC[C@@H](C(=O)O)N,,-2.840239779,,
1630,C1CCC(CC1)C(=O)N(C1CCCCC1)O,,-0.766267394,,
1631,CC(C(=NNC(=O)N)C)c1ccccc1,,-1.353697444,,
1632,CC1(C)C2CCC1(C)C(=NO)C2=NO,,0.707192548,,
1633,c1cc(c(c(c1)[N+](=O)[O-])O)[N+](=O)[O-],,-0.627467868,,
1634,Cc1ccc(cc1)Nc1[nH]c2ccc(C)cc2n1,,-0.946584039,,
1635,CC[C@H](C)[C@@H](C(=O)O)NC(=O)C,,0.713730033,,
1636,c1cc2c(Cc3cc(ccc23)N)cc1Cl,,-1.21472305,,
1638,c1ccc2c(c1)nc1cccc(c1n2)C(=O)O,,-2.19382051,,
1639,c1ccc(cc1)C=NNc1ccccc1,,-1.139914495,,
1640,c1cc(cc(c1)Cl)c1cc(c(C(=O)NCC(=O)O)nc1)O,,-0.955241939,,
1641,Cc1cccc2cc(C(=O)O)c(=O)oc12,,-0.952082606,,
1642,CCC(CC)OC(=O)NC(=O)N,,-1.242788812,,
1643,COc1ccc(c(c1)OC)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,,-3.22184875,,
1644,C(CCNC(=O)N)CC(=O)O,,-2.118229479,,
1645,CC(C(=O)O)NC(=O)Nc1cccc2ccccc12,,-1.481419875,,
1646,[C@@H]1([C@@H]([C@H]([C@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl,,-0.760220113,,
1647,c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,,-2.618629819,,
1648,C1CCN2C[C@H]3C[C@H](CN4CCC[C@@H]([C@H]34)O)[C@@H]2C1,,-1.10546509,,
1649,CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C,,-0.582021133,,
1650,CCCC(Cc1ccccc1)/N(N(\O)/C(CCC)Cc1ccccc1)/O,,0.041390235,,
1651,c1cc(c(c(c1)[N+](=O)[O-])Cl)C(=O)O,,-0.207507264,,
1652,c1ccc(cc1)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,,-3.689890553,,
1653,c1cn([C@@H]2CS[C@H](CO)O2)c(=O)nc1N,,-1.303423437,,
1654,Cc1c2ccccc2c(C)c2ccccc12,,-2.235290614,,
1655,Cn1cc(c(=O)[nH]c1=O)[N+](=O)[O-],,-2.172582627,,
1656,CCCCCC(=O)NCCNC(=O)CCCCC,,-0.597324383,,
1657,C=C(C)[C@H]1Cc2c(ccc3C(=O)[C@H]4c5cc(c(cc5OC[C@H]4Oc23)OC)OC)O1,,-2.294933337,,
1658,C[C@@H](Cc1ccccc1)N(O)N(O)[C@H](C)Cc2ccccc2,,0.380203964,,
1659,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,,-1.391988349,,
1660,CCc1ccc(cc1)C(=O)c1ccccc1C(=O)O,,0.32238574,,
1661,CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O,,0.157251372,,
1662,C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](CC[C@]12O)c1ccc(=O)oc1,,-2.910861465,,
1663,CCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.701037233,,
1664,c1ccc(c(c1)Cl)OC(=O)NC(=O)N,,-2.041611296,,
1666,c1ccc2c(c1)c1NC3=CC=CC(=Nc4c5ccccc5c([nH]4)N=c4c5ccccc5c(=Nc2[nH]1)[nH]4)C3,,-0.420217749,,
1667,CC(=O)Oc1ccc(cc1C(=O)O)n1nc2ccccc2n1,,-2.05739504,,
1668,c1c(cc(c(c1O)O)O)[C@@H]1[C@H](C(=O)c2c(cc(cc2O1)O)O)O,,-0.275046998,,
1669,CC(CO)[C@H](C(=O)N[C@@H]1C2CC[C@@](C)([C@@H]1O)C2(C)C)O,,-0.362324399,,
1670,CC(=O)CC1=C(C(=O)O[C@@H]1C)C(C)(C)[C@@H]1C(=O)C(C)OC1=O,,-0.693137174,,
1671,c1ccc(c(c1)C(=O)N=[N+]=[N-])[N+](=O)[O-],,-0.78430213,,
1672,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,0.390786338,,
1673,C(CCCCCNCCCCCCCN)CCCCC(=O)O,,-1.383693868,,
1674,CCCCCCCCCCCCCC(C(C(=O)O)O)O,,-1.407459278,,
1675,COC(=O)C(C(C(=O)OC)OC(=O)c1ccccc1)OC(=O)c1ccccc1,,-2.316835803,,
1676,c1ccc2c(c1)c1=Nc3cccc(=Nc4c5ccccc5c(N=c5cccc([nH]5)N=c2[nH]1)[nH]4)[nH]3,,-1.681923089,,
1677,C[N+](C)(C)CC(=O)[O-],,-0.237499612,,
1678,C[C@@H](c1cc2ccc(cc2nc1c1ccccn1)F)Nc1c2c([nH]cn2)ncn1,,0.240146748,,
1679,c1ccc(cc1)C(=O)N,,0.138857616,,
1680,CCn1cc(c(=O)c2cc3c(cc12)OCO3)C(=O)O,,-1.850758304,,
1681,c1cc(ccc1c1cc(=O)c2c(cc(cc2o1)O)O)O,,-2.219563635,,
1682,CC(C)[C@@H](C(=O)O)N,,-3.601867258,,
1683,CC(C(=O)O)N(CCC(=O)O)C(=O)C,,-0.068248233,,
1684,C1=CC[C@@H]2[C@H](C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,,-2.015580865,,
1685,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)CCC(=O)O,,-3.388272563,,
1686,CC(=O)O[C@H]1CC[C@H]2[C@H]3Cc4ccc(c5c4[C@@]2(CCN3C)[C@H]1O5)OC,,-0.784715311,,
1687,c1ccc(cc1)c1cc(ccc1[N+](=O)[O-])O,,0.054531415,,
1688,CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]13C)O2,,-1.442176367,,
1689,CCOc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Cl,,-1.54690736,,
1690,c1cc(ccc1[C@H](C(=O)O)N)O,,-3.793469596,,
1691,c1ccc(cc1)Nc1ccc(cc1N)Cl,,-0.436730994,,
1692,COc1ccc(cc1)N=Cc1ccccc1,,-1.500312969,,
1693,Cc1cc(ccc1Nc1c(cc(C)s1)C#N)N(=O)=O,,-1.725700348,,
1694,c1ccc(cc1)P(=O)(c1ccccc1)c1cc(ccc1O)O,,-0.964369565,,
1696,c1c(cc(c(c1O)O)O)C(=O)O,,-0.057056573,,
1697,CCCC(CCC)(C1CCCCC1)C(=O)NO,,-7.2e-06,,
1698,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2ccc(cc12)OC)O,,0.607805464,,
1699,c1ccc(c(c1)C(=O)O)Nc1cccc(c1)C(F)(F)F,,-0.098819806,,
1700,CC(C)c1cc(c(C)c(c1)N)N,,-1.443202012,,
1701,CCCCC(C(=O)[O-])[NH3+],,-2.984312165,,
1702,Cc1ccc2ccc(C)cc2c1,,0.074274412,,
1703,c1cc(cc(c1)Nc1ccc(cc1N)Cl)Cl,,-1.558247295,,
1704,CCC(=Cc1ccco1)C=NNC(=O)N,,-1.586482533,,
1705,CC1(C)[C@H](CC[C@@]1(C)C(=O)O)C(=O)O,,0.597868172,,
1706,C=CC(CC)OC(=O)NC(=O)N,,-1.015884705,,
1707,C(CS(=O)(=O)CCCl)Cl,,-0.429952338,,
1708,CC(=C(c1ccccc1)O)C(=O)c1ccccc1,,-1.289524726,,
1709,Cc1c(C#N)c(c2ccccc2)n(c2ccccc2)n1,,-2.479320814,,
1710,COc1cc(ccc1O)CC1COC(=O)C1Cc1ccc(c(c1)OC)O,,-0.702872483,,
1711,c1cc(cc(c1)[N+](=O)[O-])C(=O)N=[N+]=[N-],,-1.432119612,,
1712,c1c(c(cc(c1[N+](=O)[O-])O)O)[N+](=O)[O-],,-2.222083205,,
1713,Cc1ccc(C)c(c1)OP(=O)(Oc1cc(C)ccc1C)Oc1cc(C)ccc1C,,-0.780751347,,
1714,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC[C@]12C,,-0.151257092,,
1715,c1ccc(cc1)NN=C(C#N)C#N,,-0.492149724,,
1717,c1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccccc1)O)O,,-2.484844146,,
1719,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]2C1)C(=O)O,,-1.869666337,,
1720,CC(C)COC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,,-0.68916985,,
1721,C(COCn1cnc2c1[nH]c(N)nc2=O)O,,-3.398339376,,
1722,c1cc(C=C2COCC(=Cc3ccco3)C2=O)oc1,,-2.408677432,,
1723,CC(CCC1CCCCC1)OC(=O)NC(=O)N,,-2.007808719,,
1724,Cc1ccc2cc(C(=O)O)c(=O)oc2c1,,-1.65680494,,
1725,COc1ccc(cc1)S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,,-2.57399547,,
1726,C([C@@H](C(=O)O)N)O,,-3.745111985,,
1727,CCOC(=O)C(c1ccccc1)SC1=NC(=Cc2ccccc2)C(=O)N1c1ccccc1,,-2.24801056,,
1728,COc1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,-2.2839971,,
1729,c1ccc2cc3ccccc3cc2c1,,-2.103700991,-1.038971067,
1730,CCC(CC)CC1(CCO)C(=O)NC(=S)NC1=O,,-0.649968662,,
1731,C1CC1n1cc(c(=O)c2cc(c(cc12)N1CCNCC1)F)C(=O)O,,-3.757007927,,
1732,c1ccc(cc1)C(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,,-0.563834417,,
1733,CN(C)c1ccc(cc1)C(=NC(=S)Nc1ccccc1)c1ccc(cc1)N(C)C,,-1.7493147,,
1734,C[C@H]1C[C@](C)(C[C@@H]([C@@H](CC2CC(=O)NC(=O)C2)O)C1=O)O,,-0.297178144,,
1735,c1cc(cc(c1)O)C(=O)N,,-0.387215989,,
1736,CC1(C)COP(=O)(C(C)(C)O)OC1,,-0.223633396,,
1737,c1ccc2c(c1)Cc1ccccc21,,-0.862284454,,
1738,CCS(=O)(=O)C(C)(C(Cl)(Cl)Cl)S(=O)(=O)CC,,-1.266915455,,
1739,CO/N=C(/c1csc(N)n1)\C(=O)O,,-2.672337227,,
1740,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)N)O)O)O[C@@H]1[C@@H](C[C@@H]([C@@H](CN)O1)O)N)N,,-1.707880973,,
1741,c1ccc(cc1)SCCS(=O)CCSc1ccccc1,,-1.508551265,,
1742,CN1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2c1ccc(cc1)F)C(=O)O,,-0.061450863,,
1743,COCN1C(=O)c2ccccc2C1=O,,-1.48557607,-0.36063907,
1744,c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccccc1,,-2.854806862,,
